name,facts,description,icon,type,weapon_type,professions,slot,flags,id,chat_link
Vent Radiation,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|360|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|45|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/559B0AF9FB5E1243D2649FAAE660CCB338AACC19/102840.png|9|Poisoned|Deals damage every second; decreases healing effectiveness by 33%; damage stacks intensity.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Vent radioactive gas to poison nearby foes.,https://render.guildwars2.com/file/3A6065D198993DB790D5137804F946FEAF2B3F0C/240694.png,Toolbelt,None,Engineer,Toolbelt,,12336,[&BjAwAAA=]
Shrapnel Mine,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|20|Bleeding|Deals damage every second; stacks intensity.|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|5|Crippled|Movement speed decreased by 50%; stacks duration.|1|Explosion Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Proximity Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|120|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|20,Throw a shrapnel mine that bleeds and cripples foes.,https://render.guildwars2.com/file/A358E0487115A098B306DBE39F95719AD50A4B7B/62255.png,Utility,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Utility,"GroundTargeted,NoUnderwater",12337,[&BjEwAAA=]
Battle Roar,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|35|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|6|Fury|Critical chance increased; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|15|Might|Increased outgoing damage; stacks intensity.|2|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Let out a battle roar, giving might and fury to nearby allies.",https://render.guildwars2.com/file/2B27E234B91FF71C4F20ED925CD9DBBA235771E6/103930.png,Utility,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Utility,NoUnderwater,12338,[&BjIwAAA=]
Hidden Pistol,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.6|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Projectile,Shoot target foe with a hidden pistol while evading backward.,https://render.guildwars2.com/file/F8D9BA6407F62038D4C2133B0063BF5BCC086F27/103931.png,Utility,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Utility,NoUnderwater,12339,[&BjMwAAA=]
Warband Support,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|240|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|30,Call in members of your warband to assist you.,https://render.guildwars2.com/file/3817DEBC015624E0407566A94E4A659AFB6825C3/103932.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,NoUnderwater,12340,[&BjQwAAA=]
Artillery Barrage,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|450|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|240|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Number of Casts|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|15|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|8|Targets per Shell|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|2,"Call down an artillery barrage at target location, damaging foes.",https://render.guildwars2.com/file/AF741F800C1CD3D809182FB7110D3FC6012B2840/103933.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,"GroundTargeted,NoUnderwater",12343,[&BjcwAAA=]
Charrzooka,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|180|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|15,Pull out a powerful charrzooka that shoots rockets.,https://render.guildwars2.com/file/AC98B4ECED0D0638751B4939CC3B021991CECDAB/103934.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,NoUnderwater,12344,[&BjgwAAA=]
Fire Rocket,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.8|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|2|Burning|Deals damage every second; stacks intensity.|1|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,"Shoot a rocket at your foe, setting them on fire.",https://render.guildwars2.com/file/4AD55892CDF01D61ECE318DD33304F531603D048/103935.png,Bundle,None,"Thief,Mesmer,Warrior,Elementalist,Necromancer,Guardian,Ranger,Engineer,Revenant",Weapon_1,NoUnderwater,12345,[&BjkwAAA=]
Fire Rocket Barrage,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|5|1.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|2|Burning|Deals damage every second; stacks intensity.|1|Minimum Range|Distance|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|400|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,Fire a barrage of rockets at the target location.,https://render.guildwars2.com/file/C61F211044C97242B6324B6F092802706A5FC101/103936.png,Bundle,None,"Thief,Mesmer,Warrior,Elementalist,Necromancer,Guardian,Ranger,Engineer,Revenant",Weapon_5,"GroundTargeted,NoUnderwater",12346,[&BjowAAA=]
Rocket Jump,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.1|Knockdown|Time|https://render.guildwars2.com/file/7632087376D36B0D100F1B07BE53F154BC337D7C/2440716.png|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Leap,"Blast the ground, damaging and knocking down nearby foes and leaping backward.",https://render.guildwars2.com/file/5EAB4E3907B9A9534F3D4D05B91DEE4F467302EB/103937.png,Bundle,None,"Thief,Mesmer,Warrior,Elementalist,Necromancer,Guardian,Ranger,Engineer,Revenant",Weapon_4,NoUnderwater,12347,[&BjswAAA=]
Rocket Spray,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Knockback|Distance|https://render.guildwars2.com/file/400B7FD39724FBD700B94AB8AB52B5B9167646F4/2440715.png|400|Number of Casts|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,Knockback foes with a spread of rockets.,https://render.guildwars2.com/file/C7595DEF03CB2EFEFB5FD1DE9599166524725E4E/103938.png,Bundle,None,"Thief,Mesmer,Warrior,Elementalist,Necromancer,Guardian,Ranger,Engineer,Revenant",Weapon_2,NoUnderwater,12348,[&BjwwAAA=]
Heat Seeker,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|5|Burning|Deals damage every second; stacks intensity.|1|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Projectile,Fire a super-powered heat-seeking rocket.,https://render.guildwars2.com/file/991D1C16620451B62EECE4A5BD5F473EDF08744F/103939.png,Bundle,None,"Thief,Mesmer,Warrior,Elementalist,Necromancer,Guardian,Ranger,Engineer,Revenant",Weapon_3,NoUnderwater,12349,[&Bj0wAAA=]
Invigorating Roar,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|50|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/58E92EBAF0DB4DA7C4AC04D9B22BCA5ECF0100DE/102843.png|10|Vigor|Endurance regeneration increased by 50%; stacks duration.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Let out an inspiring roar, removing weakness and vulnerability from allies and granting vigor.",https://render.guildwars2.com/file/2B27E234B91FF71C4F20ED925CD9DBBA235771E6/103930.png,Toolbelt,None,Engineer,Toolbelt,,12354,[&BkIwAAA=]
Booby Trap,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|45|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.75|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|10|Bleeding|Deals damage every second; stacks intensity.|3|Time to trigger|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|20|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Place an explosive charge on yourself that is triggered by a melee attack.,https://render.guildwars2.com/file/A358E0487115A098B306DBE39F95719AD50A4B7B/62255.png,Toolbelt,None,Engineer,Toolbelt,,12355,[&BkMwAAA=]
Hidden Pistols,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.3|Number of Shots|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|8|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,Draw both hidden pistols and unload a volley of bullets on your foe.,https://render.guildwars2.com/file/BB0B5FF8F7191B0BB39B0C0406EFB52161A6DB47/103129.png,Toolbelt,None,Engineer,Toolbelt,,12357,[&BkUwAAA=]
Prayer to Dwayna,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Healing|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|6520|Healing,Beseech Dwayna to restore your health.,https://render.guildwars2.com/file/EE011C04380715B7C4D609AC0A35369B304D190F/103888.png,Heal,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Heal,NoUnderwater,12360,[&BkgwAAA=]
Prayer to Kormir,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|40,Beseech Kormir to remove 3 conditions from you.,https://render.guildwars2.com/file/4117925E9B319F3317DAF70AF9BC717D39FB78CD/103940.png,Utility,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Utility,NoUnderwater,12361,[&BkkwAAA=]
Prayer to Lyssa,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12,"Pray to Lyssa, granting a random boon to yourself and a random condition to target foe.",https://render.guildwars2.com/file/9F051C9259BF583EF09740E6691D7446A74541AD/103941.png,Utility,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Utility,NoUnderwater,12362,[&BkowAAA=]
Hounds of Balthazar,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|240|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|30,Summon two Hounds of Balthazar to fight at your side.,https://render.guildwars2.com/file/65113BC86C46294FD2A773E6ABED913BDD7D370C/103942.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,NoUnderwater,12363,[&BkswAAA=]
Reaper of Grenth,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|180|Unblockable|Unblockable|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|true|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/559B0AF9FB5E1243D2649FAAE660CCB338AACC19/102840.png|3|Poisoned|Deals damage every second; decreases healing effectiveness by 33%; damage stacks intensity.|1|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|15|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|10,"Become a Reaper of Grenth, chilling and poisoning nearby foes.",https://render.guildwars2.com/file/E89D4FBD4A92327800F440F9ECC2F40DC0CBF807/103943.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,NoUnderwater,12367,[&Bk8wAAA=]
Oakheart Swipe,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|250|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.17|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|8|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|3|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,Strike a nearby foe with a massive swipe.,https://render.guildwars2.com/file/6118B1469B45E4576CF090B84B20B1A8D67F0718/103945.png,Monster,Hammer,,Weapon_1,NoUnderwater,12370,[&BlIwAAA=]
Binding Roots,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|4|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|4|Bleeding|Deals damage every second; stacks intensity.|4|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|2|Immobile|Unable to move; stacks duration.|4|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.2,"Entangle all nearby foes with binding roots, preventing them from moving until the roots have been destroyed.",https://render.guildwars2.com/file/5A7A35F3F260F09FE5C54111FBC219934070A00A/103946.png,Monster,Hammer,,Weapon_5,NoUnderwater,12371,[&BlMwAAA=]
Remove Avatar of Melandru,,"Remove the Avatar of Melandru, returning to your normal form.",https://render.guildwars2.com/file/66FFCAB5DDD332430273B9DDD9D5BBB3A40339CC/66755.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,NoUnderwater,12372,[&BlQwAAA=]
Avatar of Melandru,"Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|180|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|3|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|3|Boon Gain Interval|Time|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|3|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|20",Transform into an Avatar of Melandru.,https://render.guildwars2.com/file/66FFCAB5DDD332430273B9DDD9D5BBB3A40339CC/66755.png,Elite,None,"Guardian,Warrior,Engineer,Ranger,Thief,Elementalist,Mesmer,Necromancer",Elite,NoUnderwater,12373,[&BlUwAAA=]
